popularity,original_title,cast,director,runtime,genres,production_companies,release_date,vote_count,vote_average,release_year,budget_adj,revenue_adj,release_month_name,release_month_num,release_quarter,profit,profit%
0.913069,Dr. Dolittle 2,Eddie Murphy|Kristen Wilson|Raven-SymonÃ©|Kyla Pratt|Mandy Moore,Steve Carr,87,Comedy|Family|Romance|Fantasy,Twentieth Century Fox Film Corporation,2001-06-22,233,4.9,2001,86204168.168569,216870406.934164,June,6,summer,130666238.76559499,60.25083855966653
0.90472,Behind Enemy Lines,Owen Wilson|Gene Hackman|Gabriel Macht|Charles Malik Whitfield|David Keith,John Moore,106,Action|Drama|Thriller|War,Twentieth Century Fox Film Corporation|Davis Entertainment,2001-11-17,270,5.9,2001,49259524.6677537,112992977.931609,November,11,autumn,63733453.26385531,56.40479119191911
0.899763999999999,Jeepers Creepers,Gina Philips|Justin Long|Jonathan Breck|Patricia Belcher|Eileen Brennan,Victor Salva,90,Horror|Thriller,United Artists|American Zoetrope|Cinerenta Medienbeteiligungs KG|Cinerenta-Cinebeta|VCL Communications,2001-07-01,384,6.0,2001,12314881.1669384,72926003.4503834,July,7,summer,60611122.28344499,83.11318242563907
0.883228,Kate & Leopold,Meg Ryan|Hugh Jackman|Liev Schreiber|Breckin Meyer|Natasha Lyonne,James Mangold,118,Comedy|Fantasy|Romance|Science Fiction,Miramax Films|Konrad Pictures,2001-12-25,248,5.8,2001,0.0,0.0,December,12,winter,0.0,0.0
0.878720999999999,America's Sweethearts,Julia Roberts|Billy Crystal|Catherine Zeta-Jones|John Cusack|Hank Azaria,Joe Roth,102,Comedy|Romance,Columbia Pictures|Revolution Studios|Roth-Arnold Productions,2001-07-17,153,5.4,2001,0.0,0.0,July,7,summer,0.0,0.0
0.875298999999999,From Hell,Johnny Depp|Heather Graham|Ian Holm|Robbie Coltrane|Ian Richardson,Albert Hughes|Allen Hughes,122,Horror|Mystery|Thriller,Twentieth Century Fox Film Corporation|Underworld Entertainment,2001-10-19,399,6.4,2001,43102084.0842845,91817432.625593,October,10,autumn,48715348.54130851,53.056753111314606
0.865406999999999,The Last Castle,Robert Redford|James Gandolfini|Mark Ruffalo|Steve Burton|Delroy Lindo,Rod Lurie,131,Action|Drama|Thriller,DreamWorks SKG,2001-10-19,154,7.1,2001,88667144.4019567,34041665.1837497,October,10,autumn,-54625479.21820701,-160.46653100942697
0.844235,Along Came a Spider,Morgan Freeman|Monica Potter|Michael Wincott|Dylan Baker|Mika Boorem,Lee Tamahori,104,Crime|Mystery|Thriller|Action,Paramount Pictures|AZL Productions KG|David Brown Productions|MFP Munich Film Partners|Phase 1 Productions,2001-04-06,215,5.8,2001,73889287.0016306,129526148.002458,April,4,spring,55636861.0008274,42.95415393637089
0.813396,Super Troopers,Jay Chandrasekhar|Steve Lemme|Kevin Heffernan|Paul Soter|Geoffrey Arend,Jay Chandrasekhar,100,Comedy|Crime|Mystery,Fox Searchlight Pictures|Broken Lizard Industries,2001-01-18,224,6.7,2001,3694464.35008153,22773124.0526008,January,1,winter,19078659.70251927,83.77708591255136
0.798104,The Wedding Planner,Jennifer Lopez|Matthew McConaughey|Justin Chambers|Joanna Gleason|Lou Myers,Adam Shankman,103,Comedy,Columbia Pictures Corporation|Intermedia Films|Dee Gee Entertainment|Tapestry Films|Prufrock Pictures,2001-01-26,245,5.4,2001,43102084.0842845,116657057.775388,January,1,winter,73554973.6911035,63.052313416584326
0.787835,Rat Race,Cuba Gooding Jr.|Seth Green|Whoopi Goldberg|Breckin Meyer|Amy Smart,Jerry Zucker,112,Adventure|Comedy,Paramount Pictures|Fireworks Pictures|Alphaville Films,2001-07-30,261,5.9,2001,59111429.6013044,105290428.615744,July,7,summer,46178999.0144396,43.85868651268316
0.781747,Gosford Park,Helen Mirren|Clive Owen|Maggie Smith|Geraldine Somerville|Jeremy Northam,Robert Altman,137,Drama|Mystery|Thriller,USA Films,2001-11-07,107,6.6,2001,24383464.7105381,108068062.377828,November,11,autumn,83684597.6672899,77.43693726525
0.774598,Jason X,Kane Hodder|Lexa Doig|Chuck Campbell|Lisa Ryder|David Cronenberg,James Isaac,91,Horror|Science Fiction,New Line Cinema|Sean S. Cunningham Films|Crystal Lake Entertainment,2001-07-24,138,4.3,2001,13546369.2836322,19703809.8671014,July,7,summer,6157440.583469201,31.250000000000068
0.746989,The Mexican,Brad Pitt|Julia Roberts|James Gandolfini|J.K. Simmons|Gene Hackman,Gore Verbinski,123,Action|Comedy|Crime|Romance,DreamWorks SKG|Newmarket Capital Group|Lawrence Bender Productions|Pistolero Productions LLC,2001-03-01,258,5.7,2001,70194822.651549,182069401.251709,March,3,spring,111874578.60016002,61.446117706233686
0.742951,Joy Ride,Steve Zahn|Paul Walker|Leelee Sobieski|Jessica Bowman|Stuart Stone,John Dahl,97,Mystery|Thriller|Drama,Regency Enterprises|Epsilon Motion Pictures|LivePlanet|New Regency Pictures|Bad Robot,2001-10-05,166,6.2,2001,28324226.6839584,45125219.5589376,October,10,autumn,16800992.8749792,37.23193601980283
0.731548,I Am Sam,Sean Penn|Michelle Pfeiffer|Dakota Fanning|Dianne Wiest|Marin Hinkle,Jessie Nelson,132,Drama,New Line Cinema,2001-12-28,292,7.2,2001,27092738.5672645,49593128.6411255,December,12,winter,22500390.073861,45.3699750154548
0.718104,The Hole,Thora Birch|Desmond Harrington|Keira Knightley|Laurence Fox|Daniel Brocklebank,Nick Hamm,102,Crime|Drama|Horror|Thriller,Cowboy Films|Film Council|Granada Film Productions|Impact Pictures|PathÃ© Pictures International,2001-04-20,92,6.2,2001,0.0,0.0,April,4,spring,0.0,0.0
0.711201,Replicant,Michael Rooker|Jean-Claude Van Damme|Ian Robison|Catherine Dent|Paul McGillion,Ringo Lam,100,Action|Adventure|Science Fiction|Thriller,Artisan Entertainment|777 Films Corporation|Millennium Films,2001-05-11,48,4.8,2001,20935297.9837953,0.0,May,5,spring,-20935297.9837953,-inf
0.705609,Tremors 3: Back to Perfection,Michael Gross|Shawn Christian|Susan Chuang|Charlotte Stewart|Ariana Richards,Brent Maddock,104,Action|Comedy|Horror|Science Fiction|Thriller,Stampede Entertainment|Universal Family and Home Entertainment,2001-10-02,67,5.2,2001,0.0,0.0,October,10,autumn,0.0,0.0
0.698060999999999,One Night at McCool's,Matt Dillon|Liv Tyler|Mary Jo Smith|Michael Douglas|Paul Reiser,Harald Zwart,93,Action|Comedy|Crime,USA Films,2001-04-19,37,5.5,2001,0.0,0.0,April,4,spring,0.0,0.0
0.693522,Rock Star,Mark Wahlberg|Jennifer Aniston|Jason Flemyng|Dominic West|Jason Bonham,Stephen Herek,105,Music|Drama|Comedy,Warner Bros. Pictures|Bel Air Entertainment,2001-09-04,100,5.9,2001,70194822.651549,20925325.3930263,September,9,autumn,-49269497.2585227,-235.45391210471954
0.682227,Mickey's House of Villains,Wayne Allwine|Tony Anselmo|Jeff Bennett|Susanne Blakeslee|Corey Burton,Jamie Mitchell,70,Animation|Family,unknown,2001-11-15,25,6.4,2001,0.0,0.0,November,11,autumn,0.0,0.0
0.676114,K-PAX,Jeff Bridges|Kevin Spacey|Mary McCormack|Alfre Woodard|Ajay Naidu,Iain Softley,120,Drama|Science Fiction,Intermedia Films|Lawrence Gordon Productions|PathÃ© Pictures International|IMF Internationale Medien und Film GmbH & Co. 3. Produktions KG,2001-10-22,330,7.0,2001,59111429.6013044,61962496.999787,October,10,autumn,2851067.398482606,4.601279058351064
0.6649,Someone Like You...,Ashley Judd|Greg Kinnear|Hugh Jackman|Marisa Tomei|Ellen Barkin,Tony Goldwyn,97,Comedy|Romance,Fox 2000 Pictures|Lynda Obst Productions,2001-03-30,73,6.0,2001,28324226.6839584,0.0,March,3,spring,-28324226.6839584,-inf
0.65309,Blow Dry,Alan Rickman|Josh Hartnett|Natasha Richardson|Rachael Leigh Cook|Rachel Griffiths,Paddy Breathnach,91,Comedy|Drama,Intermedia Films|Mirage Enterprises|West Eleven Films|IMF Internationale Medien und Film GmbH & Co. Produktions KG,2001-03-01,16,5.4,2001,0.0,785404.944695715,March,3,spring,785404.944695715,100.0
0.65104,Don't Say a Word,Michael Douglas|Sean Bean|Brittany Murphy|Skye McCole Bartusiak|Guy Torry,Gary Fleder,113,Thriller,20th Century Fox|Village Roadshow Pictures|NPV Entertainment|Regency Enterprises|Kopelson Entertainment,2001-09-28,106,6.1,2001,61574405.8346921,123173554.728624,September,9,autumn,61599148.8939319,50.010043981962816
0.648659,Thir13en Ghosts,Tony Shalhoub|Embeth Davidtz|Matthew Lillard|Shannon Elizabeth|Matthew Harrison,Steve Beck,91,Horror|Thriller,Columbia Pictures Corporation|Dark Castle Entertainment|Warner Bros.|13 Ghosts Productions Canada Inc.,2001-10-26,221,5.2,2001,0.0,0.0,October,10,autumn,0.0,0.0
0.635377,Crocodile Dundee in Los Angeles,Paul Hogan|Linda Kozlowski|Jere Burns|Jonathan Banks|Alec Wilson,Simon Wincer,92,Adventure|Comedy,Bungalow Productions|Silver Lion Films|Vision View Entertainment,2001-04-12,75,4.8,2001,26045973.6680747,48568258.3691624,April,4,spring,22522284.701087702,46.37243635523865
0.625438,Frailty,Bill Paxton|Matthew McConaughey|Powers Boothe|Matt O'Leary|Jeremy Sumpter,Bill Paxton,100,Drama|Thriller|Crime,Cinerenta Medienbeteiligungs KG|American Entertainment Partners L.P.|David Kirschner Productions,2001-11-17,136,6.8,2001,13546369.2836322,16145360.9165325,November,11,autumn,2598991.6329002995,16.097451437205027
0.624372,Mickey's Magical Christmas: Snowed in at the House of Mouse,Wayne Allwine|Tony Anselmo|Carlos Alazraqui|Jeff Bennett|Jodi Benson,Tony Craig|Rick Schneider-Calabash|Roberts Gannaway,65,Animation|Family|Comedy,Walt Disney Studios Home Entertainment,2001-11-06,28,6.4,2001,0.0,0.0,November,11,autumn,0.0,0.0
0.612923,Angel Eyes,Jennifer Lopez|Jim Caviezel|Jeremy Sisto|Terrence Howard|SÃ´nia Braga,Luis Mandoki,102,Drama|Romance|Thriller,Warner Bros. Pictures|Franchise Pictures|Morgan Creek Productions,2001-05-15,51,5.6,2001,65268870.1847737,36575197.0658071,May,5,spring,-28693673.1189666,-78.4511784511787
0.605248,Life as a House,Kevin Kline|Kristin Scott Thomas|Hayden Christensen|Jena Malone|Mary Steenburgen,Irwin Winkler,125,Drama,New Line Cinema,2001-10-25,60,7.0,2001,22166786.1004891,0.0,October,10,autumn,-22166786.1004891,-inf
0.605017,The Shipping News,Kevin Spacey|Julianne Moore|Cate Blanchett|Judi Dench|Pete Postlethwaite,Lasse HallstrÃ¶m,111,Drama|Romance,Miramax Films,2001-12-18,48,6.3,2001,0.0,0.0,December,12,winter,0.0,0.0
0.589432,Hearts in Atlantis,Anthony Hopkins|Anton Yelchin|Hope Davis|Mika Boorem|David Morse,Scott Hicks,101,Drama|Mystery,Castle Rock Entertainment,2001-09-07,60,6.3,2001,38176131.6175091,29784501.8944597,September,9,autumn,-8391629.723049399,-28.174484007773014
0.580121,Ghost World,Thora Birch|Scarlett Johansson|Steve Buscemi|Brad Renfro|Bob Balaban,Terry Zwigoff,111,Comedy|Drama,Jersey Films|Granada Film Productions|Capitol Films|Mr. Mudd Production|United Artists Pictures,2001-07-20,204,6.9,2001,0.0,0.0,July,7,summer,0.0,0.0
0.578314999999999,The Glass House,Leelee Sobieski|Diane Lane|Stellan SkarsgÃ¥rd|Bruce Dern|Kathy Baker,Daniel Sackheim,106,Drama|Thriller,Original Film,2001-09-14,108,5.3,2001,36944643.5008153,29087267.8044549,September,9,autumn,-7857375.696360402,-27.01311016621848
0.572909,15 Minutes,Robert De Niro|Charlize Theron|Edward Burns|Kelsey Grammer|Avery Brooks,John Herzfeld,120,Action|Crime|Thriller,New Line Cinema|Industry Entertainment|Tribeca Productions|New Redemption Pictures,2001-03-01,84,5.7,2001,73889287.0016306,69406645.6271026,March,3,spring,-4482641.374528006,-6.458518970375914
0.56968,O,Mekhi Phifer|Josh Hartnett|Andrew Keegan|Julia Stiles|Martin Sheen,Tim Blake Nelson,95,Drama|Romance|Thriller,FilmEngine|Chickie The Cop Production|Daniel Fried Productions|Rhulen Entertainment,2001-08-31,37,5.8,2001,0.0,19725241.4547963,August,8,summer,19725241.4547963,100.0
0.565877,Hardball,Keanu Reeves|Diane Lane|Michael B. Jordan|D. B. Sweeney|John Hawkes,Brian Robbins,106,Comedy|Romance,Paramount Pictures|GHS Productions KG|Munich Film Partners & Company (MFP) GHS Productions|Nides/McCormick Productions,2001-09-14,62,6.4,2001,39407619.7342029,49533812.7844968,September,9,autumn,10126193.0502939,20.44299132463152
0.561179,Evolution,David Duchovny|Julianne Moore|Orlando Jones|Seann William Scott|Ted Levine,Ivan Reitman,101,Action|Comedy|Science Fiction,"DreamWorks SKG|Columbia Pictures Corporation|Montecito Picture Company, The",2001-06-08,362,5.4,2001,98519049.3355074,121149234.562403,June,6,summer,22630185.2268956,18.679594063170885
0.560135,Get Over It,Kirsten Dunst|Ben Foster|Melissa Sagemiller|Colin Hanks|Zoe Saldana,Tommy O'Haver,87,Comedy|Romance,Miramax,2001-03-08,39,5.6,2001,12314881.1669384,0.0,March,3,spring,-12314881.1669384,-inf
0.555793,Heartbreakers,Sigourney Weaver|Jennifer Love Hewitt|Ray Liotta|Gene Hackman|Jason Lee,David Mirkin,123,Crime|Comedy|Romance,Davis Entertainment|Metro-Goldwyn-Mayer (MGM),2001-03-23,144,5.6,2001,43102084.0842845,0.0,March,3,spring,-43102084.0842845,-inf
0.554186,Ali,Will Smith|Jamie Foxx|Jon Voight|Mario Van Peebles|Ron Silver,Michael Mann,157,Drama,Columbia Pictures Corporation,2001-12-11,253,6.7,2001,131769228.486241,108018533.157263,December,12,winter,-23750695.328978002,-21.987611417014545
0.537593,Band of Brothers,Damian Lewis|Ron Livingston|Frank John Hughes|Frank John Hughes|Scott Grimes,Phil Alden Robinson|Richard Loncraine|Mikael Salomon|David Nutter|Tom Hanks|David Leland|David Frankel|Tony To,705,Action|Drama|War,HBO,2001-09-09,313,8.0,2001,0.0,153936014.58673,September,9,autumn,153936014.58673,100.0
0.530702999999999,Session 9,Peter Mullan|David Caruso|Stephen Gevedon|Josh Lucas|Brendan Sexton III,Brad Anderson,100,Horror|Mystery,October Films|USA Films|Scout Productions,2001-08-10,94,6.0,2001,1847232.17504076,460535.916535646,August,8,summer,-1386696.2585051141,-301.1049103263116
0.526992,The Score,Robert De Niro|Edward Norton|Marlon Brando|Angela Bassett|Paul Soles,Frank Oz,124,Action|Crime|Thriller,Paramount Pictures|Mandalay Pictures|Horseshoe Bay Productions,2001-07-13,217,6.6,2001,83741191.9351813,87521717.6008099,July,7,summer,3780525.665628597,4.319528648731196
0.522846,Monster's Ball,Halle Berry|Billy Bob Thornton|Heath Ledger|Sean Combs|Coronji Calhoun,Marc Forster,111,Drama|Romance,Lions Gate Films|Lee Daniels Entertainment,2001-11-11,107,6.4,2001,4925952.46677537,55305498.3358285,November,11,autumn,50379545.869053125,91.09319576714817
0.521071,Joe Dirt,David Spade|Brittany Daniel|Dennis Miller|Adam Beach|Jaime Pressly,Dennie Gordon,91,Mystery|Adventure|Comedy|Romance|Drama,Columbia Pictures|Happy Madison Productions,2001-04-10,122,5.5,2001,21797339.665481,38160978.1562332,April,4,spring,16363638.490752198,42.880553071146494
0.51549,The Land Before Time VIII: The Big Freeze,John Ingle|Rob Paulsen|Thomas Dekker|Anndi McAfee|Jeff Bennett,Charles Grosvenor,75,Adventure|Animation|Family,Universal Cartoon Studios,2001-12-04,15,6.1,2001,0.0,0.0,December,12,winter,0.0,0.0
0.510452,Exit Wounds,Steven Seagal|DMX|Isaiah Washington|Anthony Anderson|Bill Duke,Andrzej Bartkowiak,101,Action|Crime|Thriller,NPV Entertainment|Warner Bros.,2001-03-13,52,5.0,2001,61574405.8346921,98468064.4959882,March,3,spring,36893658.66129611,37.46763872138386
0.509877999999999,The Tailor of Panama,Pierce Brosnan|Geoffrey Rush|Jamie Lee Curtis|Leonor Varela|Brendan Gleeson,John Boorman,109,Drama|Thriller,Columbia Pictures|Merlin Films,2001-02-11,45,5.7,2001,25861250.4505707,34492088.119871,February,2,winter,8630837.6693003,25.02265922348739
0.499611,Sweet November,Keanu Reeves|Charlize Theron|Jason Isaacs|Greg Germann|Lauren Graham,Pat O'Connor,119,Drama|Romance,Bel Air Entertainment|Warner Bros.,2001-02-16,157,6.5,2001,49259524.6677537,80975550.4043776,February,2,winter,31716025.7366239,39.16740988883641
0.499301,How High,Method Man|Redman|Obba BabatundÃ©|Mike Epps|Anna Maria Horsford,Jesse Dylan,93,Comedy,Universal Pictures|Jersey Films|Native Pictures Productions,2001-12-21,126,6.5,2001,14777857.4003261,38367547.9729274,December,12,winter,23589690.5726013,61.48344582574437
0.493547999999999,Down to Earth,Chris Rock|Regina King|Chazz Palminteri|Eugene Levy|Frankie Faison,Chris Weitz|Paul Weitz,87,Fantasy|Comedy|Science Fiction|Romance,Paramount Pictures|Alphaville Films,2001-02-16,51,4.7,2001,0.0,0.0,February,2,winter,0.0,0.0
0.493288,Tomcats,Jerry O'Connell|Shannon Elizabeth|Jake Busey|Horatio Sanz|Bernie Casey,Gregory Poirier,95,Comedy|Romance,Columbia Pictures|Revolution Studios,2001-03-30,37,4.8,2001,13546369.2836322,28854709.8940341,March,3,spring,15308340.610401899,53.05317803097025
0.478397,Elling,Per Christian Ellefsen|Sven Nordin|JÃ¸rgen Langhelle|Marit Pia Jacobsen|Per Christensen,Petter NÃ¦ss,89,Comedy|Drama,Maipo Film- og TV Produksjon,2001-03-16,27,6.6,2001,0.0,0.0,March,3,spring,0.0,0.0
0.472538,The Majestic,Jim Carrey|Martin Landau|Laurie Holden|David Ogden Stiers|Hal Holbrook,Frank Darabont,152,Drama|Romance,Village Roadshow Pictures|Castle Rock Entertainment|NPV Entertainment|Darkwoods Productions,2001-12-21,82,6.5,2001,88667144.4019567,45956129.2210332,December,12,winter,-42711015.18092351,-92.93866978112581
0.471789,3000 Miles to Graceland,Kurt Russell|Kevin Costner|Courteney Cox|Christian Slater|Kevin Pollak,Demian Lichtenstein,125,Action|Adventure|Comedy|Thriller|Crime,Franchise Pictures|Warner Bros.|Morgan Creek Productions,2001-02-23,85,5.4,2001,76352263.2350183,23053673.0549291,February,2,winter,-53298590.1800892,-231.19348510363923
0.467592,The Mists of Avalon,Anjelica Huston|Julianna Margulies|Joan Allen|Samantha Mathis|Caroline Goodall,Uli Edel,183,Drama|Fantasy,Wolper Organization|Turner Network Television (TNT)|Constantin Film Produktion|Warner Bros.|Stillking Films,2001-07-15,23,6.0,2001,0.0,0.0,July,7,summer,0.0,0.0
0.467091,Tape,Uma Thurman|Ethan Hawke|Robert Sean Leonard,Richard Linklater,86,Drama,The Independent Film Channel Productions|Detour Filmproduction|IFC Productions|InDigEnt (Independent Digital Entertainment)|Tape Productions Inc.,2001-01-26,28,6.6,2001,123148.811669384,604014.134035412,January,1,winter,480865.322366028,79.61160099903157
0.455335,Wishmaster 3: Beyond the Gates of Hell,John Novak|A.J. Cook|Tobias Mehler|Jason Connery|Emmanuelle Vaugier,Chris Angel,89,Horror,Overseas FilmGroup|GFT Entertainment|Artisan Entertainment|Blue Rider Pictures|Paquin Entertainment Group,2001-10-23,15,4.1,2001,0.0,0.0,October,10,autumn,0.0,0.0
0.455072,What's the Worst That Could Happen?,Martin Lawrence|Danny DeVito|John Leguizamo|Glenne Headly|Carmen Ejogo,Sam Weisman,94,Action|Comedy,Metro-Goldwyn-Mayer (MGM),2001-05-31,31,5.1,2001,55416965.2512229,0.0,May,5,spring,-55416965.2512229,-inf
0.453846,Dil Chahta Hai,Aamir Khan|Saif Ali Khan|Akshaye Khanna|Preity Zinta|Sonali Kulkarni,Farhan Akhtar,183,Drama|Romance,Excel Entertainment,2001-07-24,32,7.3,2001,2560263.7946065,5047869.79032806,July,7,summer,2487605.9957215604,49.28031227128565
0.451722,Ghosts of Mars,Natasha Henstridge|Ice Cube|Jason Statham|Clea DuVall|Pam Grier,John Carpenter,98,Action|Horror|Science Fiction,Screen Gems|Storm King Productions|Animationwerks,2001-08-24,135,4.6,2001,34481667.2674276,17254173.1129938,August,8,summer,-17227494.1544338,-99.84537677705397
0.447612,Saving Silverman,Jason Biggs|Steve Zahn|Jack Black|Amanda Peet|Amanda Detmer,Dennis Dugan,90,Comedy|Romance|Crime,Village Roadshow Pictures|NPV Entertainment|Columbia Pictures Corporation,2001-02-09,75,5.2,2001,27092738.5672645,23831227.2628809,February,2,winter,-3261511.304383602,-13.685872189485075
0.446532,The Curse of the Jade Scorpion,Woody Allen|Helen Hunt|John Tormey|John Schuck|Elizabeth Berkley,Woody Allen,103,Comedy|Crime|Mystery|Romance|Thriller,DreamWorks SKG|Gravier Productions,2001-08-05,77,6.1,2001,0.0,0.0,August,8,summer,0.0,0.0
0.443923,Riding in Cars with Boys,Drew Barrymore|Steve Zahn|Adam Garcia|Brittany Murphy|Logan Lerman,Penny Marshall,132,Comedy|Drama|Romance,Columbia Pictures,2001-10-19,54,6.4,2001,59111429.6013044,44017459.0533279,October,10,autumn,-15093970.547976494,-34.29087201442021
0.4396,Mimic 2,Bruno Campos|Alix Koromzay|Will Estes|Edward Albert|Gaven E. Lucas,Jean de Segonzac,82,Horror|Science Fiction|Thriller,Neo Art & Logic|Dimension Films,2001-07-17,19,4.5,2001,12314881.1669384,0.0,July,7,summer,-12314881.1669384,-inf
0.439101,Osmosis Jones,Chris Rock|Laurence Fishburne|David Hyde Pierce|Brandy Norwood|Bill Murray,Bobby Farrelly|Peter Farrelly,95,Adventure|Animation|Action|Comedy|Family,Conundrum Entertainment|Warner Bros. Animation|Warner Bros.,2001-08-07,128,5.6,2001,92361608.7520382,16744434.3202438,August,8,summer,-75617174.43179439,-451.5958735039154
0.438395,The Man Who Wasn't There,Billy Bob Thornton|Frances McDormand|Michael Badalucco|James Gandolfini|Scarlett Johansson,Joel Coen,116,Crime|Drama,The KL Line,2001-05-13,153,7.1,2001,0.0,0.0,May,5,spring,0.0,0.0
0.427875,The One,Jet Li|Jason Statham|Carla Gugino|Delroy Lindo|James Morrison,James Wong,87,Action|Science Fiction|Thriller,Columbia Pictures|Revolution Studios,2001-11-02,259,5.5,2001,60342917.7179983,0.0,November,11,autumn,-60342917.7179983,-inf
